Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Sector
2020-04-23 00:00:00-04:00,134.05491758673867,136.44487559881992,133.57692333211406,135.1499481201172,10665000,0.0,0.0,JNJ,Healthcare
2020-04-24 00:00:00-04:00,135.20208669317702,135.836508117576,133.52476402297572,134.5850372314453,8653400,0.0,0.0,JNJ,Healthcare
2020-04-27 00:00:00-04:00,134.5416448840474,135.61930382950666,133.8376954905722,134.0897216796875,8924000,0.0,0.0,JNJ,Healthcare
2020-04-28 00:00:00-04:00,131.44769639051373,133.0554917003684,130.969702115067,131.56936645507812,8558700,0.0,0.0,JNJ,Healthcare
2020-04-29 00:00:00-04:00,131.56069211995728,131.77796105884687,129.63134288173424,130.5699462890625,9285200,0.0,0.0,JNJ,Healthcare
2020-04-30 00:00:00-04:00,129.0229750667964,130.73504187368974,127.8931740850614,130.39610290527344,14829600,0.0,0.0,JNJ,Healthcare
2020-05-01 00:00:00-04:00,130.03110114666032,130.07455758358688,127.57161534029542,128.87522888183594,7309000,0.0,0.0,JNJ,Healthcare
2020-05-04 00:00:00-04:00,129.29237163174292,129.56178292702816,127.83231783068949,128.8578338623047,7198400,0.0,0.0,JNJ,Healthcare
2020-05-05 00:00:00-04:00,129.4922505764658,131.0392039184424,129.17938286342337,129.92678833007812,6562300,0.0,0.0,JNJ,Healthcare
2020-05-06 00:00:00-04:00,130.361342093329,130.6394526550947,128.6579480551179,128.69271850585938,6191600,0.0,0.0,JNJ,Healthcare
2020-05-07 00:00:00-04:00,129.81381442489638,129.95286969957905,127.86709362350247,128.26686096191406,5570500,0.0,0.0,JNJ,Healthcare
2020-05-08 00:00:00-04:00,129.4227651175878,129.64872004912036,128.52761811434172,129.2315673828125,4712100,0.0,0.0,JNJ,Healthcare
2020-05-11 00:00:00-04:00,129.01428223391545,130.44826506465415,128.72748566776772,129.58787536621094,5887500,0.0,0.0,JNJ,Healthcare
2020-05-12 00:00:00-04:00,130.44825549027746,130.65682515140946,127.78018697927071,127.87578582763672,7039200,0.0,0.0,JNJ,Healthcare
2020-05-13 00:00:00-04:00,126.95455634956124,129.44879890337322,126.89371469652177,127.8670883178711,6970500,0.0,0.0,JNJ,Healthcare
2020-05-14 00:00:00-04:00,126.35494301854955,128.41464863271565,125.37288302007745,128.31036376953125,6871400,0.0,0.0,JNJ,Healthcare
2020-05-15 00:00:00-04:00,128.51025808815078,130.7785468764252,126.58960764084657,130.74378967285156,10340400,0.0,0.0,JNJ,Healthcare
2020-05-18 00:00:00-04:00,132.52535838971122,133.50740491411165,130.76113577796076,130.8132781982422,7388400,0.0,0.0,JNJ,Healthcare
2020-05-19 00:00:00-04:00,130.44826211939306,131.3173377810518,128.97082288573947,129.50965881347656,6107300,0.0,0.0,JNJ,Healthcare
2020-05-20 00:00:00-04:00,130.14410130708148,130.7003092897384,127.98879703191639,128.34510803222656,5713400,0.0,0.0,JNJ,Healthcare
2020-05-21 00:00:00-04:00,129.05771453907403,129.05771453907403,126.72859851403844,127.5020751953125,6487300,0.0,0.0,JNJ,Healthcare
2020-05-22 00:00:00-04:00,126.51321122133803,128.0183709105768,126.06690168315866,126.33818054199219,6140900,1.01,0.0,JNJ,Healthcare
2020-05-26 00:00:00-04:00,127.93089600481879,128.14967104734623,126.27695721743012,126.50447845458984,7072300,0.0,0.0,JNJ,Healthcare
2020-05-27 00:00:00-04:00,126.29449652796805,127.10833349305793,125.14810378392623,126.79329681396484,7950000,0.0,0.0,JNJ,Healthcare
2020-05-28 00:00:00-04:00,127.78215224109931,129.6111087019782,127.59837529891433,128.61349487304688,6189600,0.0,0.0,JNJ,Healthcare
2020-05-29 00:00:00-04:00,129.47981936007488,130.6962079902156,127.17830177633202,130.171142578125,8504000,0.0,0.0,JNJ,Healthcare
2020-06-01 00:00:00-04:00,128.89348649436678,129.81234426026998,127.77335944641723,128.8059844970703,6141800,0.0,0.0,JNJ,Healthcare
2020-06-02 00:00:00-04:00,128.69222549028055,129.82111215765133,127.86962921556847,129.7335968017578,6078300,0.0,0.0,JNJ,Healthcare
2020-06-03 00:00:00-04:00,129.96986423664202,130.51242199916683,128.1584007087794,130.0836181640625,6339500,0.0,0.0,JNJ,Healthcare
2020-06-04 00:00:00-04:00,128.4646752711295,129.83857524845143,127.39705226438642,128.40341186523438,8170500,0.0,0.0,JNJ,Healthcare
2020-06-05 00:00:00-04:00,129.24355601403587,130.9499988039419,128.28969996134097,128.9022674560547,9725400,0.0,0.0,JNJ,Healthcare
2020-06-08 00:00:00-04:00,127.65962265248706,129.17354227392843,127.53710915745081,128.43846130371094,7555600,0.0,0.0,JNJ,Healthcare
2020-06-09 00:00:00-04:00,129.73360307496574,130.67871288184793,127.45833724140093,127.72962951660156,8247200,0.0,0.0,JNJ,Healthcare
2020-06-10 00:00:00-04:00,128.28968051997978,131.29126746569338,128.28968051997978,129.3397979736328,10137100,0.0,0.0,JNJ,Healthcare
2020-06-11 00:00:00-04:00,130.02237238736868,130.53867823342478,123.1703371112567,123.27534484863281,11913300,0.0,0.0,JNJ,Healthcare
2020-06-12 00:00:00-04:00,124.99929851700294,125.76064470495952,122.7590443358666,124.39547729492188,8687400,0.0,0.0,JNJ,Healthcare
2020-06-15 00:00:00-04:00,123.38912747813536,124.61426240978021,121.98021563025917,123.60790252685547,8649600,0.0,0.0,JNJ,Healthcare
2020-06-16 00:00:00-04:00,126.0931503451113,127.25703489716018,124.93802533858222,126.41694641113281,7579100,0.0,0.0,JNJ,Healthcare
2020-06-17 00:00:00-04:00,126.80199272630165,127.2570484940841,125.55060605610886,126.03191375732422,5100100,0.0,0.0,JNJ,Healthcare
2020-06-18 00:00:00-04:00,124.71926177717253,126.11941383318178,124.15043873785291,125.49810028076172,4797400,0.0,0.0,JNJ,Healthcare
2020-06-19 00:00:00-04:00,127.58085824498207,127.65962741491994,125.35810950841196,125.86566925048828,12206900,0.0,0.0,JNJ,Healthcare
2020-06-22 00:00:00-04:00,125.55060805763328,125.7168792073372,124.29046182089552,125.48059844970703,5285600,0.0,0.0,JNJ,Healthcare
2020-06-23 00:00:00-04:00,125.7868922822045,126.08442310936609,124.85927496634021,125.01679992675781,5921600,0.0,0.0,JNJ,Healthcare
2020-06-24 00:00:00-04:00,123.81792968007237,124.43049713748124,121.39389843471604,122.35651397705078,8211200,0.0,0.0,JNJ,Healthcare
2020-06-25 00:00:00-04:00,123.01284080190814,123.01284080190814,120.36127492672877,122.2252426147461,7421200,0.0,0.0,JNJ,Healthcare
2020-06-26 00:00:00-04:00,122.10270731427562,122.16397072640005,119.90621102451787,120.5975341796875,12849700,0.0,0.0,JNJ,Healthcare
2020-06-29 00:00:00-04:00,121.41140792653896,122.25149665036581,120.74632322112573,121.6739273071289,5309800,0.0,0.0,JNJ,Healthcare
2020-06-30 00:00:00-04:00,121.98897046349246,123.40664195960679,120.62381619928405,123.06535339355469,7738300,0.0,0.0,JNJ,Healthcare
2020-07-01 00:00:00-04:00,123.11783651459717,123.73040392051709,122.56651917278526,122.8465576171875,6174800,0.0,0.0,JNJ,Healthcare
2020-07-02 00:00:00-04:00,123.60788859200682,124.12419444406824,122.80279810583448,123.36286163330078,5152200,0.0,0.0,JNJ,Healthcare
2020-07-06 00:00:00-04:00,124.41297436905244,125.81313981120476,124.15920122605804,125.1218032836914,6156400,0.0,0.0,JNJ,Healthcare
2020-07-07 00:00:00-04:00,123.73038194447687,125.98814142783407,123.5903627471449,125.0080337524414,5622600,0.0,0.0,JNJ,Healthcare
2020-07-08 00:00:00-04:00,125.02554704091752,125.4806028318463,124.00168152605363,125.37559509277344,6257400,0.0,0.0,JNJ,Healthcare
2020-07-09 00:00:00-04:00,124.92931403671503,126.39072993554318,123.02160179190003,124.69304656982422,5738600,0.0,0.0,JNJ,Healthcare
2020-07-10 00:00:00-04:00,124.92053209897583,125.02553983199397,123.76539362390785,124.5879898071289,4282400,0.0,0.0,JNJ,Healthcare
2020-07-13 00:00:00-04:00,125.67316022714832,128.32471318627555,125.3843755129005,127.07332611083984,6951900,0.0,0.0,JNJ,Healthcare
2020-07-14 00:00:00-04:00,127.16957163605598,129.85612239445055,127.11705440584267,129.44482421875,7447100,0.0,0.0,JNJ,Healthcare
2020-07-15 00:00:00-04:00,131.02875375355217,131.44881147826513,129.71610340800635,129.7423553466797,8512800,0.0,0.0,JNJ,Healthcare
2020-07-16 00:00:00-04:00,130.10989009457916,130.68745942582288,128.35968971115162,130.60870361328125,9304700,0.0,0.0,JNJ,Healthcare
2020-07-17 00:00:00-04:00,131.26500719977784,131.77256682997302,130.1186282733745,130.69619750976562,7441100,0.0,0.0,JNJ,Healthcare
2020-07-20 00:00:00-04:00,131.46628200075008,131.54505115663753,129.89109917751566,130.91497802734375,6191500,0.0,0.0,JNJ,Healthcare
2020-07-21 00:00:00-04:00,130.91496212306774,132.72641213499665,130.8274467840325,131.0374755859375,5575900,0.0,0.0,JNJ,Healthcare
2020-07-22 00:00:00-04:00,131.20376357660382,131.62382127713715,129.38356695283562,131.27377319335938,5910200,0.0,0.0,JNJ,Healthcare
2020-07-23 00:00:00-04:00,131.44880201386684,132.008865586856,130.63495191468184,130.92373657226562,6566300,0.0,0.0,JNJ,Healthcare
2020-07-24 00:00:00-04:00,131.70258536145158,131.79010072613553,128.66598647790346,129.61984252929688,5405900,0.0,0.0,JNJ,Healthcare
2020-07-27 00:00:00-04:00,128.96352766413804,130.31993580736903,128.51723131569483,128.79725646972656,5675200,0.0,0.0,JNJ,Healthcare
2020-07-28 00:00:00-04:00,128.9897669783112,129.50608625593384,128.42095717697754,128.490966796875,4842200,0.0,0.0,JNJ,Healthcare
2020-07-29 00:00:00-04:00,128.10592292306856,129.05103277963468,127.82589779129151,128.2371826171875,4489100,0.0,0.0,JNJ,Healthcare
2020-07-30 00:00:00-04:00,129.02477554386752,129.07727941935963,127.88714261398438,128.4997100830078,5922500,0.0,0.0,JNJ,Healthcare
2020-07-31 00:00:00-04:00,128.34222481790528,129.03354824216404,125.97945646466486,127.55462646484375,8259600,0.0,0.0,JNJ,Healthcare
2020-08-03 00:00:00-04:00,128.10592753159287,129.33106256400944,127.895898660477,128.94602966308594,4078700,0.0,0.0,JNJ,Healthcare
2020-08-04 00:00:00-04:00,128.63097557781268,128.83224487304688,127.60711000687978,128.83224487304688,4162200,0.0,0.0,JNJ,Healthcare
2020-08-05 00:00:00-04:00,130.47744900448194,130.66121257423197,129.33981604037837,129.8648681640625,5467500,0.0,0.0,JNJ,Healthcare
2020-08-06 00:00:00-04:00,129.86482915395567,130.60866946361145,128.20214456562195,129.12100219726562,4837900,0.0,0.0,JNJ,Healthcare
2020-08-07 00:00:00-04:00,129.08600202447425,130.08361553542343,128.77096547612365,130.0398712158203,3635100,0.0,0.0,JNJ,Healthcare
2020-08-10 00:00:00-04:00,130.2674114011639,130.39867108503384,129.2697977448458,129.54107666015625,4096600,0.0,0.0,JNJ,Healthcare
2020-08-11 00:00:00-04:00,130.5124609617595,130.59121678570827,128.08842934077938,128.61349487304688,6388400,0.0,0.0,JNJ,Healthcare
2020-08-12 00:00:00-04:00,129.1122772803407,131.47505849626805,129.06853295283554,130.96749877929688,5257300,0.0,0.0,JNJ,Healthcare
2020-08-13 00:00:00-04:00,129.98737978275136,130.5562029330664,129.10353337456095,129.51483154296875,5155500,0.0,0.0,JNJ,Healthcare
2020-08-14 00:00:00-04:00,129.17352094372617,130.68744031517662,129.14726901005116,129.72483825683594,4240200,0.0,0.0,JNJ,Healthcare
2020-08-17 00:00:00-04:00,129.79486429499474,131.46629548008136,129.71609513103107,130.3811798095703,4306900,0.0,0.0,JNJ,Healthcare
2020-08-18 00:00:00-04:00,130.61746095291474,131.352555324932,130.01365298560717,131.3437957763672,4322600,0.0,0.0,JNJ,Healthcare
2020-08-19 00:00:00-04:00,130.89749419135762,132.64769465383924,130.66997293830414,131.6063232421875,7816300,0.0,0.0,JNJ,Healthcare
2020-08-20 00:00:00-04:00,131.04625938974314,132.6476944123548,130.87124201440758,132.50767517089844,4874700,0.0,0.0,JNJ,Healthcare
2020-08-21 00:00:00-04:00,132.8227034193709,134.45913647276046,131.7813320752252,133.6802978515625,6722800,0.0,0.0,JNJ,Healthcare
2020-08-24 00:00:00-04:00,134.55240946586068,134.69334716639196,132.44700050335067,134.03265380859375,5387900,1.01,0.0,JNJ,Healthcare
2020-08-25 00:00:00-04:00,134.58765114828552,134.84312679421973,133.49529987148648,133.95338439941406,3863500,0.0,0.0,JNJ,Healthcare
2020-08-26 00:00:00-04:00,133.7772012322241,134.4731257046746,132.70247221767383,134.16481018066406,8008300,0.0,0.0,JNJ,Healthcare
2020-08-27 00:00:00-04:00,134.27049369718063,135.01046695756202,133.80360484657052,134.76380920410156,5575400,0.0,0.0,JNJ,Healthcare
2020-08-28 00:00:00-04:00,134.55241865456375,135.39809868286687,133.81243182749643,135.34524536132812,5395700,0.0,0.0,JNJ,Healthcare
2020-08-31 00:00:00-04:00,134.78142643067682,136.01471515199972,134.12953756835532,135.14260864257812,6362700,0.0,0.0,JNJ,Healthcare
2020-09-01 00:00:00-04:00,135.54782528799288,135.73282531570388,132.2003235150478,133.4776611328125,6307700,0.0,0.0,JNJ,Healthcare
2020-09-02 00:00:00-04:00,132.83460098008658,135.95308127365948,131.47798314877403,135.5126190185547,6881900,0.0,0.0,JNJ,Healthcare
2020-09-03 00:00:00-04:00,136.39357574884895,136.95736703089312,130.64113841363684,131.74229431152344,8672800,0.0,0.0,JNJ,Healthcare
2020-09-04 00:00:00-04:00,132.28842291157838,132.97554290654605,129.61041850065828,130.8965606689453,7200100,0.0,0.0,JNJ,Healthcare
2020-09-08 00:00:00-04:00,132.35894546283112,132.92273677271947,129.40784213401,129.7249755859375,8756800,0.0,0.0,JNJ,Healthcare
2020-09-09 00:00:00-04:00,130.50898424167966,133.1077227668342,130.48255757697618,131.87442016601562,6960700,0.0,0.0,JNJ,Healthcare
2020-09-10 00:00:00-04:00,131.47798615148858,131.94487507721522,129.07306594740817,129.4166259765625,6191800,0.0,0.0,JNJ,Healthcare
2020-09-11 00:00:00-04:00,129.5399731991943,130.84373792480844,129.1699864571353,130.18304443359375,3934700,0.0,0.0,JNJ,Healthcare
2020-09-14 00:00:00-04:00,130.48252784080913,131.6717812488171,130.38562561169854,130.68515014648438,4375800,0.0,0.0,JNJ,Healthcare
2020-09-15 00:00:00-04:00,131.65417376078867,132.65842722881615,130.8349203661167,131.16085815429688,3658800,0.0,0.0,JNJ,Healthcare
2020-09-16 00:00:00-04:00,131.60133780418934,132.1915557285471,130.68518204863923,130.72921752929688,4323000,0.0,0.0,JNJ,Healthcare
2020-09-17 00:00:00-04:00,130.4120604337956,130.9318161180188,128.65902923629767,129.64566040039062,5461400,0.0,0.0,JNJ,Healthcare
2020-09-18 00:00:00-04:00,129.06428378506703,131.83038703744012,128.7911992558532,131.41635131835938,12174000,0.0,0.0,JNJ,Healthcare
2020-09-21 00:00:00-04:00,130.00681691563997,130.31513237239545,125.93695072849268,127.82212829589844,7574500,0.0,0.0,JNJ,Healthcare
2020-09-22 00:00:00-04:00,127.46097172231535,128.04238513508253,126.60647385738704,127.03813171386719,5295900,0.0,0.0,JNJ,Healthcare
2020-09-23 00:00:00-04:00,129.9187269214092,129.98039808157438,127.18786934287391,127.24072265625,8784400,0.0,0.0,JNJ,Healthcare
2020-09-24 00:00:00-04:00,127.34644950841256,127.95428959245523,126.2717204929427,127.44335174560547,5614800,0.0,0.0,JNJ,Healthcare
2020-09-25 00:00:00-04:00,126.85313745878629,128.83521773157983,126.75623521888716,128.3154754638672,5531200,0.0,0.0,JNJ,Healthcare
2020-09-28 00:00:00-04:00,129.25804834311447,130.63228841477832,128.98496389834037,129.59280395507812,5843200,0.0,0.0,JNJ,Healthcare
2020-09-29 00:00:00-04:00,130.02444326269298,130.30633207323135,128.6678121963445,129.54873657226562,6768600,0.0,0.0,JNJ,Healthcare
2020-09-30 00:00:00-04:00,129.8923549369256,131.90086234164357,129.35499028835704,131.15208435058594,8487700,0.0,0.0,JNJ,Healthcare
2020-10-01 00:00:00-04:00,131.5308481000208,131.83035923393604,129.02022108901258,129.77781677246094,6457800,0.0,0.0,JNJ,Healthcare
2020-10-02 00:00:00-04:00,128.8000046091088,130.73803623527618,128.46524892611703,128.82643127441406,5485600,0.0,0.0,JNJ,Healthcare
2020-10-05 00:00:00-04:00,129.4959189969613,130.71159927260825,128.98498110490453,130.57945251464844,4992800,0.0,0.0,JNJ,Healthcare
2020-10-06 00:00:00-04:00,130.62348060987995,130.91418730083532,128.50044939043786,128.84400939941406,5118200,0.0,0.0,JNJ,Healthcare
2020-10-07 00:00:00-04:00,129.0466336579904,130.57943367112406,128.4475980137388,130.2711181640625,5603100,0.0,0.0,JNJ,Healthcare
2020-10-08 00:00:00-04:00,130.8172981110728,132.00655165245578,130.4120668961162,131.16085815429688,4413500,0.0,0.0,JNJ,Healthcare
2020-10-09 00:00:00-04:00,131.83033734716543,133.44243068878458,131.65415514716207,132.9931640625,5054100,0.0,0.0,JNJ,Healthcare
2020-10-12 00:00:00-04:00,133.5481844617045,134.90480253008255,133.03724654347693,133.7595977783203,7273200,0.0,0.0,JNJ,Healthcare
2020-10-13 00:00:00-04:00,131.2577762382313,132.24440757030987,130.17424265447758,130.69398498535156,11057600,0.0,0.0,JNJ,Healthcare
2020-10-14 00:00:00-04:00,131.0991714079312,131.28415799850106,129.83944256703344,130.46490478515625,7706400,0.0,0.0,JNJ,Healthcare
2020-10-15 00:00:00-04:00,129.91874650219094,130.288733193426,128.9056886648932,129.6632843017578,5978600,0.0,0.0,JNJ,Healthcare
2020-10-16 00:00:00-04:00,130.02444259944247,131.04630465450066,129.50468700450244,130.46490478515625,6097000,0.0,0.0,JNJ,Healthcare
2020-10-19 00:00:00-04:00,130.84370948831864,131.1696472384247,126.96764722565456,127.13502502441406,7250800,0.0,0.0,JNJ,Healthcare
2020-10-20 00:00:00-04:00,127.43454108741943,128.39474556405213,126.95883433114047,127.33763885498047,5325400,0.0,0.0,JNJ,Healthcare
2020-10-21 00:00:00-04:00,126.95884357675564,128.0335726177659,126.77385694616326,126.79146575927734,5221300,0.0,0.0,JNJ,Healthcare
2020-10-22 00:00:00-04:00,126.99409352277563,128.34190708501146,126.71219119877831,127.8045425415039,5279700,0.0,0.0,JNJ,Healthcare
2020-10-23 00:00:00-04:00,128.50926383096146,129.90993048874222,127.16145048980029,127.94547271728516,4154400,0.0,0.0,JNJ,Healthcare
2020-10-26 00:00:00-04:00,127.23193899740036,127.53146359008154,125.75199205784116,126.82672119140625,6929500,0.0,0.0,JNJ,Healthcare
2020-10-27 00:00:00-04:00,126.62410294279483,127.10860070439725,125.9017383409606,126.1043472290039,4890100,0.0,0.0,JNJ,Healthcare
2020-10-28 00:00:00-04:00,124.58916679306896,125.07367803892073,121.72616168066882,121.88473510742188,8426100,0.0,0.0,JNJ,Healthcare
2020-10-29 00:00:00-04:00,121.56758879327106,122.18423329443374,119.84978859651714,120.85404205322266,7205400,0.0,0.0,JNJ,Healthcare
2020-10-30 00:00:00-04:00,120.4047419615248,121.16233749214325,117.73554207335698,120.7835464477539,7364100,0.0,0.0,JNJ,Healthcare
2020-11-02 00:00:00-05:00,122.43089250776632,122.45731916941811,121.11832350625325,122.17543029785156,7088000,0.0,0.0,JNJ,Healthcare
2020-11-03 00:00:00-05:00,123.3470426519235,124.17511376815794,121.3737670864678,122.0080337524414,6363000,0.0,0.0,JNJ,Healthcare
2020-11-04 00:00:00-05:00,122.88018912835558,125.56699866366341,122.18425109989393,122.80089569091797,10263500,0.0,0.0,JNJ,Healthcare
2020-11-05 00:00:00-05:00,123.81394940335603,124.94153176305089,122.67754919529601,123.11801147460938,8016200,0.0,0.0,JNJ,Healthcare
2020-11-06 00:00:00-05:00,123.68180003245844,126.13958702635459,123.02110662749479,125.31151580810547,5942500,0.0,0.0,JNJ,Healthcare
2020-11-09 00:00:00-05:00,130.7556198763881,131.24894889807413,127.66357965439234,128.68545532226562,12351600,0.0,0.0,JNJ,Healthcare
2020-11-10 00:00:00-05:00,129.7161230285671,131.0375096808106,128.84400299902396,130.62347412109375,7386500,0.0,0.0,JNJ,Healthcare
2020-11-11 00:00:00-05:00,131.40751542587367,131.43394208741154,129.37258183640722,130.20065307617188,6382400,0.0,0.0,JNJ,Healthcare
2020-11-12 00:00:00-05:00,130.03327319185613,130.94942880823868,129.27567754218057,130.64111328125,4710300,0.0,0.0,JNJ,Healthcare
2020-11-13 00:00:00-05:00,131.33703616056889,132.49986300295626,130.73801392673906,132.0505828857422,5893500,0.0,0.0,JNJ,Healthcare
2020-11-16 00:00:00-05:00,132.949108890144,133.28386446367156,131.96247786312327,132.887451171875,6266400,0.0,0.0,JNJ,Healthcare
2020-11-17 00:00:00-05:00,132.138681391389,132.6936681546222,131.36346349250348,131.5660858154297,7297700,0.0,0.0,JNJ,Healthcare
2020-11-18 00:00:00-05:00,131.14322511990133,131.92724738188474,129.82183837890625,129.82183837890625,6661000,0.0,0.0,JNJ,Healthcare
2020-11-19 00:00:00-05:00,129.76018332571775,129.90113447370112,128.2537964955583,129.61923217773438,7987700,0.0,0.0,JNJ,Healthcare
2020-11-20 00:00:00-05:00,129.53995371866495,130.32397600599614,128.72950477100676,128.93211364746094,6354900,0.0,0.0,JNJ,Healthcare
2020-11-23 00:00:00-05:00,129.51753224126645,129.51753224126645,126.88300554219853,127.61925506591797,7318300,1.01,0.0,JNJ,Healthcare
2020-11-24 00:00:00-05:00,127.73457533326037,128.4087251637208,127.38862806647583,127.61925506591797,11034800,0.0,0.0,JNJ,Healthcare
2020-11-25 00:00:00-05:00,127.78783404174413,127.88540963509634,126.72338163669532,127.45075225830078,7594600,0.0,0.0,JNJ,Healthcare
2020-11-27 00:00:00-05:00,128.17811150021024,128.32004206936108,127.04269401749156,127.73458862304688,3059000,0.0,0.0,JNJ,Healthcare
2020-11-30 00:00:00-05:00,127.93863110951865,128.4974743785125,126.90078899227781,128.33779907226562,15663200,0.0,0.0,JNJ,Healthcare
2020-12-01 00:00:00-05:00,129.76594533040526,132.285166100835,129.3845220709977,130.794921875,9738200,0.0,0.0,JNJ,Healthcare
2020-12-02 00:00:00-05:00,131.14974505985043,132.7996510171622,131.01668005032326,131.406982421875,7745500,0.0,0.0,JNJ,Healthcare
2020-12-03 00:00:00-05:00,131.3182755197889,132.6843338525126,131.0078175607131,132.1698455810547,7310500,0.0,0.0,JNJ,Healthcare
2020-12-04 00:00:00-05:00,132.87061016568006,133.33187786090363,132.4093560057039,133.29640197753906,6747100,0.0,0.0,JNJ,Healthcare
2020-12-07 00:00:00-05:00,132.48028544467857,132.977028888796,131.73515674325867,132.14320373535156,6634700,0.0,0.0,JNJ,Healthcare
2020-12-08 00:00:00-05:00,133.0568695207935,134.955146984547,132.65770161928006,134.43179321289062,8339800,0.0,0.0,JNJ,Healthcare
2020-12-09 00:00:00-05:00,135.5671955320358,136.16151452495137,134.61805013908196,135.80670166015625,8440100,0.0,0.0,JNJ,Healthcare
2020-12-10 00:00:00-05:00,135.55835702031703,135.70027407343164,134.54711172968297,135.052734375,7392900,0.0,0.0,JNJ,Healthcare
2020-12-11 00:00:00-05:00,134.41407191055964,136.0817226301945,134.1479554181343,135.67367553710938,5977400,0.0,0.0,JNJ,Healthcare
2020-12-14 00:00:00-05:00,135.93976312591536,136.14377986145618,132.16095304971975,132.23191833496094,8547300,0.0,0.0,JNJ,Healthcare
2020-12-15 00:00:00-05:00,133.05690777112852,133.72219230998414,132.6399950439591,133.56253051757812,7612600,0.0,0.0,JNJ,Healthcare
2020-12-16 00:00:00-05:00,133.23429340725573,133.87296754734774,132.65771897798348,132.76416015625,8486100,0.0,0.0,JNJ,Healthcare
2020-12-17 00:00:00-05:00,133.1367041844649,136.50748101534035,133.0213974315638,136.26797485351562,9920300,0.0,0.0,JNJ,Healthcare
2020-12-18 00:00:00-05:00,136.29457419494122,137.5808013617834,134.53822739824335,137.05743408203125,17137200,0.0,0.0,JNJ,Healthcare
2020-12-21 00:00:00-05:00,134.83985371178557,136.08172619724073,133.1012511814947,135.73577880859375,7893400,0.0,0.0,JNJ,Healthcare
